sqrt_radius,isPrime,mod4,factors,cc,cartesian,img_ops,size
872,false,,"[2, 2, 2, 109]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 10im, 3 - 10im]","Complex[-26 - 14im, -26 + 14im, 4 + 0im, 218 + 0im]","Complex[-26 - 14im, -26 + 14im, 4 + 0im, 218 + 0im, 14 - 26im, -14 - 26im, 0 + 4im, 0 + 218im, -14 + 26im, 14 + 26im, 0 - 4im, 0 - 218im, 26 + 14im, 26 - 14im, -4 + 0im, -218 + 0im]","(16,)"
873,false,1,"[3, 3, 97]","Complex[3 + 0im, 3 + 0im, 4 + 9im, 4 - 9im]","Complex[12 + 27im, 12 - 27im, 9 + 0im, 97 + 0im]","Complex[12 + 27im, 12 - 27im, 9 + 0im, 97 + 0im, -27 + 12im, 27 + 12im, 0 + 9im, 0 + 97im, 27 - 12im, -27 - 12im, 0 - 9im, 0 - 97im, -12 - 27im, -12 + 27im, -9 + 0im, -97 + 0im]","(16,)"
874,false,,"[2, 19, 23]","Complex[1 + 1im, 1 - 1im, 19 + 0im, 23 + 0im]","Complex[19 + 19im, 23 - 23im, 2 + 0im, 437 + 0im]","Complex[19 + 19im, 23 - 23im, 2 + 0im, 437 + 0im, -19 + 19im, 23 + 23im, 0 + 2im, 0 + 437im, 19 - 19im, -23 - 23im, 0 - 2im, 0 - 437im, -19 - 19im, -23 + 23im, -2 + 0im, -437 + 0im]","(16,)"
875,false,3,"[5, 5, 5, 7]","Complex[2 + 1im, 2 - 1im, 2 + 1im, 2 - 1im, 2 + 1im, 2 - 1im, 7 + 0im]",Complex[],Any[],"(0,)"
876,false,,"[2, 2, 3, 73]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 8 + 3im, 8 - 3im]",Complex[],Any[],"(0,)"
877,true,1,[877],"Complex[29 + 6im, 29 - 6im]","Complex[29 + 6im, 29 - 6im]","Complex[29 + 6im, 29 - 6im, -6 + 29im, 6 + 29im, 6 - 29im, -6 - 29im, -29 - 6im, -29 + 6im]","(8,)"
878,false,,"[2, 439]","Complex[1 + 1im, 1 - 1im, 439 + 0im]",Complex[],Any[],"(0,)"
879,false,3,"[3, 293]","Complex[3 + 0im, 2 + 17im, 2 - 17im]",Complex[],Any[],"(0,)"
880,false,,"[2, 2, 2, 2, 5, 11]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 11 + 0im]",Complex[],Any[],"(0,)"
881,true,1,[881],"Complex[25 + 16im, 25 - 16im]","Complex[25 + 16im, 25 - 16im]","Complex[25 + 16im, 25 - 16im, -16 + 25im, 16 + 25im, 16 - 25im, -16 - 25im, -25 - 16im, -25 + 16im]","(8,)"
882,false,,"[2, 3, 3, 7, 7]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im, 7 + 0im, 7 + 0im]","Complex[21 + 21im, 21 - 21im, 6 + 0im, 147 + 0im]","Complex[21 + 21im, 21 - 21im, 6 + 0im, 147 + 0im, -21 + 21im, 0 + 6im, 0 + 147im, -21 - 21im, 0 - 6im, 0 - 147im, -6 + 0im, -147 + 0im]","(12,)"
883,true,3,[883],Complex[883 + 0im],Complex[883 + 0im],"Complex[883 + 0im, 0 + 883im, 0 - 883im, -883 + 0im]","(4,)"
884,false,,"[2, 2, 13, 17]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 2im, 3 - 2im, 1 + 4im, 1 - 4im]","Complex[-28 - 10im, -28 + 10im, 4 + 0im, 221 + 0im]","Complex[-28 - 10im, -28 + 10im, 4 + 0im, 221 + 0im, 10 - 28im, -10 - 28im, 0 + 4im, 0 + 221im, -10 + 28im, 10 + 28im, 0 - 4im, 0 - 221im, 28 + 10im, 28 - 10im, -4 + 0im, -221 + 0im]","(16,)"
885,false,1,"[3, 5, 59]","Complex[3 + 0im, 2 + 1im, 2 - 1im, 59 + 0im]","Complex[6 - 3im, 118 + 59im, 6 + 3im, 118 - 59im]","Complex[6 - 3im, 118 + 59im, 6 + 3im, 118 - 59im, 3 + 6im, -59 + 118im, -3 + 6im, 59 + 118im, -3 - 6im, 59 - 118im, 3 - 6im, -59 - 118im, -6 + 3im, -118 - 59im, -6 - 3im, -118 + 59im]","(16,)"
886,false,,"[2, 443]","Complex[1 + 1im, 1 - 1im, 443 + 0im]",Complex[],Any[],"(0,)"
887,true,3,[887],Complex[887 + 0im],Complex[887 + 0im],"Complex[887 + 0im, 0 + 887im, 0 - 887im, -887 + 0im]","(4,)"
888,false,,"[2, 2, 2, 3, 37]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 1 + 6im, 1 - 6im]",Complex[],Any[],"(0,)"
889,false,1,"[7, 127]","Complex[7 + 0im, 127 + 0im]","Complex[7 + 0im, 127 + 0im]","Complex[7 + 0im, 127 + 0im, 0 + 7im, 0 + 127im, 0 - 7im, 0 - 127im, -7 + 0im, -127 + 0im]","(8,)"
890,false,,"[2, 5, 89]","Complex[1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 5 + 8im, 5 - 8im]","Complex[-19 + 23im, -19 - 23im, 4 + 2im, 178 - 89im]","Complex[-19 + 23im, -19 - 23im, 4 + 2im, 178 - 89im, -23 - 19im, 23 - 19im, -2 + 4im, 89 + 178im, 23 + 19im, -23 + 19im, 2 - 4im, -89 - 178im, 19 - 23im, 19 + 23im, -4 - 2im, -178 + 89im]","(16,)"
891,false,3,"[3, 3, 3, 3, 11]","Complex[3 + 0im, 3 + 0im, 3 + 0im, 3 + 0im, 11 + 0im]",Complex[],Any[],"(0,)"
892,false,,"[2, 2, 223]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 223 + 0im]",Complex[],Any[],"(0,)"
893,false,1,"[19, 47]","Complex[19 + 0im, 47 + 0im]","Complex[19 + 0im, 47 + 0im]","Complex[19 + 0im, 47 + 0im, 0 + 19im, 0 + 47im, 0 - 19im, 0 - 47im, -19 + 0im, -47 + 0im]","(8,)"
894,false,,"[2, 3, 149]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 7 + 10im, 7 - 10im]",Complex[],Any[],"(0,)"
895,false,3,"[5, 179]","Complex[2 + 1im, 2 - 1im, 179 + 0im]",Complex[],Any[],"(0,)"
896,false,,"[2, 2, 2, 2, 2, 2, 2, 7]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 7 + 0im]",Complex[],Any[],"(0,)"
897,false,1,"[3, 13, 23]","Complex[3 + 0im, 3 + 2im, 3 - 2im, 23 + 0im]","Complex[9 - 6im, 69 + 46im, 9 + 6im, 69 - 46im]","Complex[9 - 6im, 69 + 46im, 9 + 6im, 69 - 46im, 6 + 9im, -46 + 69im, -6 + 9im, 46 + 69im, -6 - 9im, 46 - 69im, 6 - 9im, -46 - 69im, -9 + 6im, -69 - 46im, -9 - 6im, -69 + 46im]","(16,)"
898,false,,"[2, 449]","Complex[1 + 1im, 1 - 1im, 20 + 7im, 20 - 7im]","Complex[13 + 27im, 13 - 27im, 2 + 0im, 449 + 0im]","Complex[13 + 27im, 13 - 27im, 2 + 0im, 449 + 0im, -27 + 13im, 27 + 13im, 0 + 2im, 0 + 449im, 27 - 13im, -27 - 13im, 0 - 2im, 0 - 449im, -13 - 27im, -13 + 27im, -2 + 0im, -449 + 0im]","(16,)"
899,false,3,"[29, 31]","Complex[2 + 5im, 2 - 5im, 31 + 0im]",Complex[],Any[],"(0,)"
900,false,,"[2, 2, 3, 3, 5, 5]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im, 2 + 1im, 2 - 1im, 2 + 1im, 2 - 1im]","Complex[-24 + 18im, -24 - 18im, 12 + 0im, 75 + 0im]","Complex[-24 + 18im, -24 - 18im, 12 + 0im, 75 + 0im, -18 - 24im, 18 - 24im, 0 + 12im, 0 + 75im, 18 + 24im, -18 + 24im, 0 - 12im, 0 - 75im, 24 - 18im, 24 + 18im, -12 + 0im, -75 + 0im]","(16,)"
901,false,1,"[17, 53]","Complex[1 + 4im, 1 - 4im, 7 + 2im, 7 - 2im]","Complex[-1 + 30im, -1 - 30im, 17 + 0im, 53 + 0im]","Complex[-1 + 30im, -1 - 30im, 17 + 0im, 53 + 0im, -30 - 1im, 30 - 1im, 0 + 17im, 0 + 53im, 30 + 1im, -30 + 1im, 0 - 17im, 0 - 53im, 1 - 30im, 1 + 30im, -17 + 0im, -53 + 0im]","(16,)"
902,false,,"[2, 11, 41]","Complex[1 + 1im, 1 - 1im, 11 + 0im, 4 + 5im, 4 - 5im]",Complex[],Any[],"(0,)"
903,false,3,"[3, 7, 43]","Complex[3 + 0im, 7 + 0im, 43 + 0im]",Complex[],Any[],"(0,)"
904,false,,"[2, 2, 2, 113]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 8 + 7im, 8 - 7im]","Complex[-30 + 2im, -30 - 2im, 4 + 0im, 226 + 0im]","Complex[-30 + 2im, -30 - 2im, 4 + 0im, 226 + 0im, -2 - 30im, 2 - 30im, 0 + 4im, 0 + 226im, 2 + 30im, -2 + 30im, 0 - 4im, 0 - 226im, 30 - 2im, 30 + 2im, -4 + 0im, -226 + 0im]","(16,)"
905,false,1,"[5, 181]","Complex[2 + 1im, 2 - 1im, 10 + 9im, 10 - 9im]","Complex[11 + 28im, 11 - 28im, 5 + 0im, 181 + 0im]","Complex[11 + 28im, 11 - 28im, 5 + 0im, 181 + 0im, -28 + 11im, 28 + 11im, 0 + 5im, 0 + 181im, 28 - 11im, -28 - 11im, 0 - 5im, 0 - 181im, -11 - 28im, -11 + 28im, -5 + 0im, -181 + 0im]","(16,)"
906,false,,"[2, 3, 151]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 151 + 0im]","Complex[3 + 3im, 151 - 151im, 2 + 0im, 453 + 0im]","Complex[3 + 3im, 151 - 151im, 2 + 0im, 453 + 0im, -3 + 3im, 151 + 151im, 0 + 2im, 0 + 453im, 3 - 3im, -151 - 151im, 0 - 2im, 0 - 453im, -3 - 3im, -151 + 151im, -2 + 0im, -453 + 0im]","(16,)"
907,true,3,[907],Complex[907 + 0im],Complex[907 + 0im],"Complex[907 + 0im, 0 + 907im, 0 - 907im, -907 + 0im]","(4,)"
908,false,,"[2, 2, 227]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 227 + 0im]",Complex[],Any[],"(0,)"
909,false,1,"[3, 3, 101]","Complex[3 + 0im, 3 + 0im, 10 + 1im, 10 - 1im]","Complex[30 + 3im, 30 - 3im, 9 + 0im, 101 + 0im]","Complex[30 + 3im, 30 - 3im, 9 + 0im, 101 + 0im, -3 + 30im, 3 + 30im, 0 + 9im, 0 + 101im, 3 - 30im, -3 - 30im, 0 - 9im, 0 - 101im, -30 - 3im, -30 + 3im, -9 + 0im, -101 + 0im]","(16,)"
910,false,,"[2, 5, 7, 13]","Complex[1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 7 + 0im, 3 + 2im, 3 - 2im]",Complex[],Any[],"(0,)"
911,true,3,[911],Complex[911 + 0im],Complex[911 + 0im],"Complex[911 + 0im, 0 + 911im, 0 - 911im, -911 + 0im]","(4,)"
912,false,,"[2, 2, 2, 2, 3, 19]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 19 + 0im]","Complex[-12 + 0im, -76 + 0im, 4 + 4im, 114 - 114im]","Complex[-12 + 0im, -76 + 0im, 4 + 4im, 114 - 114im, 0 - 12im, 0 - 76im, -4 + 4im, 114 + 114im, 0 + 12im, 0 + 76im, 4 - 4im, -114 - 114im, 12 + 0im, 76 + 0im, -4 - 4im, -114 + 114im]","(16,)"
913,false,1,"[11, 83]","Complex[11 + 0im, 83 + 0im]","Complex[11 + 0im, 83 + 0im]","Complex[11 + 0im, 83 + 0im, 0 + 11im, 0 + 83im, 0 - 11im, 0 - 83im, -11 + 0im, -83 + 0im]","(8,)"
914,false,,"[2, 457]","Complex[1 + 1im, 1 - 1im, 21 + 4im, 21 - 4im]","Complex[17 + 25im, 17 - 25im, 2 + 0im, 457 + 0im]","Complex[17 + 25im, 17 - 25im, 2 + 0im, 457 + 0im, -25 + 17im, 25 + 17im, 0 + 2im, 0 + 457im, 25 - 17im, -25 - 17im, 0 - 2im, 0 - 457im, -17 - 25im, -17 + 25im, -2 + 0im, -457 + 0im]","(16,)"
915,false,3,"[3, 5, 61]","Complex[3 + 0im, 2 + 1im, 2 - 1im, 5 + 6im, 5 - 6im]",Complex[],Any[],"(0,)"
916,false,,"[2, 2, 229]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 15 + 2im, 15 - 2im]","Complex[-4 + 30im, -4 - 30im, 2 + 2im, 229 - 229im]","Complex[-4 + 30im, -4 - 30im, 2 + 2im, 229 - 229im, -30 - 4im, 30 - 4im, -2 + 2im, 229 + 229im, 30 + 4im, -30 + 4im, 2 - 2im, -229 - 229im, 4 - 30im, 4 + 30im, -2 - 2im, -229 + 229im]","(16,)"
917,false,1,"[7, 131]","Complex[7 + 0im, 131 + 0im]","Complex[7 + 0im, 131 + 0im]","Complex[7 + 0im, 131 + 0im, 0 + 7im, 0 + 131im, 0 - 7im, 0 - 131im, -7 + 0im, -131 + 0im]","(8,)"
918,false,,"[2, 3, 3, 3, 17]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im, 3 + 0im, 1 + 4im, 1 - 4im]",Complex[],Any[],"(0,)"
919,true,3,[919],Complex[919 + 0im],Complex[919 + 0im],"Complex[919 + 0im, 0 + 919im, 0 - 919im, -919 + 0im]","(4,)"
920,false,,"[2, 2, 2, 5, 23]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 23 + 0im]",Complex[],Any[],"(0,)"
921,false,1,"[3, 307]","Complex[3 + 0im, 307 + 0im]","Complex[3 + 0im, 307 + 0im]","Complex[3 + 0im, 307 + 0im, 0 + 3im, 0 + 307im, 0 - 3im, 0 - 307im, -3 + 0im, -307 + 0im]","(8,)"
922,false,,"[2, 461]","Complex[1 + 1im, 1 - 1im, 19 + 10im, 19 - 10im]","Complex[9 + 29im, 9 - 29im, 2 + 0im, 461 + 0im]","Complex[9 + 29im, 9 - 29im, 2 + 0im, 461 + 0im, -29 + 9im, 29 + 9im, 0 + 2im, 0 + 461im, 29 - 9im, -29 - 9im, 0 - 2im, 0 - 461im, -9 - 29im, -9 + 29im, -2 + 0im, -461 + 0im]","(16,)"
923,false,3,"[13, 71]","Complex[3 + 2im, 3 - 2im, 71 + 0im]",Complex[],Any[],"(0,)"
924,false,,"[2, 2, 3, 7, 11]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 7 + 0im, 11 + 0im]",Complex[],Any[],"(0,)"
925,false,1,"[5, 5, 37]","Complex[2 + 1im, 2 - 1im, 2 + 1im, 2 - 1im, 1 + 6im, 1 - 6im]","Complex[-21 + 22im, -21 - 22im, 10 + 5im, 74 - 37im]","Complex[-21 + 22im, -21 - 22im, 10 + 5im, 74 - 37im, -22 - 21im, 22 - 21im, -5 + 10im, 37 + 74im, 22 + 21im, -22 + 21im, 5 - 10im, -37 - 74im, 21 - 22im, 21 + 22im, -10 - 5im, -74 + 37im]","(16,)"
926,false,,"[2, 463]","Complex[1 + 1im, 1 - 1im, 463 + 0im]",Complex[],Any[],"(0,)"
927,false,3,"[3, 3, 103]","Complex[3 + 0im, 3 + 0im, 103 + 0im]",Complex[],Any[],"(0,)"
928,false,,"[2, 2, 2, 2, 2, 29]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 2 + 5im, 2 - 5im]","Complex[12 - 28im, 12 + 28im, 8 + 0im, 116 + 0im]","Complex[12 - 28im, 12 + 28im, 8 + 0im, 116 + 0im, 28 + 12im, -28 + 12im, 0 + 8im, 0 + 116im, -28 - 12im, 28 - 12im, 0 - 8im, 0 - 116im, -12 + 28im, -12 - 28im, -8 + 0im, -116 + 0im]","(16,)"
929,true,1,[929],"Complex[23 + 20im, 23 - 20im]","Complex[23 + 20im, 23 - 20im]","Complex[23 + 20im, 23 - 20im, -20 + 23im, 20 + 23im, 20 - 23im, -20 - 23im, -23 - 20im, -23 + 20im]","(8,)"
930,false,,"[2, 3, 5, 31]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 2 + 1im, 2 - 1im, 31 + 0im]","Complex[9 + 3im, 93 - 31im, 6 + 0im, 155 + 0im]","Complex[9 + 3im, 93 - 31im, 6 + 0im, 155 + 0im, -3 + 9im, 31 + 93im, 0 + 6im, 0 + 155im, 3 - 9im, -31 - 93im, 0 - 6im, 0 - 155im, -9 - 3im, -93 + 31im, -6 + 0im, -155 + 0im]","(16,)"
931,false,3,"[7, 7, 19]","Complex[7 + 0im, 7 + 0im, 19 + 0im]",Complex[],Any[],"(0,)"
932,false,,"[2, 2, 233]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 8 + 13im, 8 - 13im]","Complex[-26 + 16im, -26 - 16im, 2 + 2im, 233 - 233im]","Complex[-26 + 16im, -26 - 16im, 2 + 2im, 233 - 233im, -16 - 26im, 16 - 26im, -2 + 2im, 233 + 233im, 16 + 26im, -16 + 26im, 2 - 2im, -233 - 233im, 26 - 16im, 26 + 16im, -2 - 2im, -233 + 233im]","(16,)"
933,false,1,"[3, 311]","Complex[3 + 0im, 311 + 0im]","Complex[3 + 0im, 311 + 0im]","Complex[3 + 0im, 311 + 0im, 0 + 3im, 0 + 311im, 0 - 3im, 0 - 311im, -3 + 0im, -311 + 0im]","(8,)"
934,false,,"[2, 467]","Complex[1 + 1im, 1 - 1im, 467 + 0im]",Complex[],Any[],"(0,)"
935,false,3,"[5, 11, 17]","Complex[2 + 1im, 2 - 1im, 11 + 0im, 1 + 4im, 1 - 4im]",Complex[],Any[],"(0,)"
936,false,,"[2, 2, 2, 3, 3, 13]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im, 3 + 2im, 3 - 2im]","Complex[-30 + 6im, -30 - 6im, 4 + 4im, 117 - 117im]","Complex[-30 + 6im, -30 - 6im, 4 + 4im, 117 - 117im, -6 - 30im, 6 - 30im, -4 + 4im, 117 + 117im, 6 + 30im, -6 + 30im, 4 - 4im, -117 - 117im, 30 - 6im, 30 + 6im, -4 - 4im, -117 + 117im]","(16,)"
937,true,1,[937],"Complex[24 + 19im, 24 - 19im]","Complex[24 + 19im, 24 - 19im]","Complex[24 + 19im, 24 - 19im, -19 + 24im, 19 + 24im, 19 - 24im, -19 - 24im, -24 - 19im, -24 + 19im]","(8,)"
938,false,,"[2, 7, 67]","Complex[1 + 1im, 1 - 1im, 7 + 0im, 67 + 0im]","Complex[7 + 7im, 67 - 67im, 2 + 0im, 469 + 0im]","Complex[7 + 7im, 67 - 67im, 2 + 0im, 469 + 0im, -7 + 7im, 67 + 67im, 0 + 2im, 0 + 469im, 7 - 7im, -67 - 67im, 0 - 2im, 0 - 469im, -7 - 7im, -67 + 67im, -2 + 0im, -469 + 0im]","(16,)"
939,false,3,"[3, 313]","Complex[3 + 0im, 13 + 12im, 13 - 12im]",Complex[],Any[],"(0,)"
940,false,,"[2, 2, 5, 47]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 47 + 0im]",Complex[],Any[],"(0,)"
941,true,1,[941],"Complex[10 + 29im, 10 - 29im]","Complex[10 + 29im, 10 - 29im]","Complex[10 + 29im, 10 - 29im, -29 + 10im, 29 + 10im, 29 - 10im, -29 - 10im, -10 - 29im, -10 + 29im]","(8,)"
942,false,,"[2, 3, 157]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 6 + 11im, 6 - 11im]",Complex[],Any[],"(0,)"
943,false,3,"[23, 41]","Complex[23 + 0im, 4 + 5im, 4 - 5im]",Complex[],Any[],"(0,)"
944,false,,"[2, 2, 2, 2, 59]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 59 + 0im]",Complex[],Any[],"(0,)"
945,false,1,"[3, 3, 3, 5, 7]","Complex[3 + 0im, 3 + 0im, 3 + 0im, 2 + 1im, 2 - 1im, 7 + 0im]","Complex[18 - 9im, 42 + 21im, 27 + 0im, 35 + 0im]","Complex[18 - 9im, 42 + 21im, 27 + 0im, 35 + 0im, 9 + 18im, -21 + 42im, 0 + 27im, 0 + 35im, -9 - 18im, 21 - 42im, 0 - 27im, 0 - 35im, -18 + 9im, -42 - 21im, -27 + 0im, -35 + 0im]","(16,)"
946,false,,"[2, 11, 43]","Complex[1 + 1im, 1 - 1im, 11 + 0im, 43 + 0im]","Complex[11 + 11im, 43 - 43im, 2 + 0im, 473 + 0im]","Complex[11 + 11im, 43 - 43im, 2 + 0im, 473 + 0im, -11 + 11im, 43 + 43im, 0 + 2im, 0 + 473im, 11 - 11im, -43 - 43im, 0 - 2im, 0 - 473im, -11 - 11im, -43 + 43im, -2 + 0im, -473 + 0im]","(16,)"
947,true,3,[947],Complex[947 + 0im],Complex[947 + 0im],"Complex[947 + 0im, 0 + 947im, 0 - 947im, -947 + 0im]","(4,)"
948,false,,"[2, 2, 3, 79]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 79 + 0im]","Complex[0 + 6im, 0 - 158im, 2 + 2im, 237 - 237im]","Complex[0 + 6im, 0 - 158im, 2 + 2im, 237 - 237im, -6 + 0im, 158 + 0im, -2 + 2im, 237 + 237im, 6 + 0im, -158 + 0im, 2 - 2im, -237 - 237im, 0 - 6im, 0 + 158im, -2 - 2im, -237 + 237im]","(16,)"
949,false,1,"[13, 73]","Complex[3 + 2im, 3 - 2im, 8 + 3im, 8 - 3im]","Complex[18 + 25im, 18 - 25im, 13 + 0im, 73 + 0im]","Complex[18 + 25im, 18 - 25im, 13 + 0im, 73 + 0im, -25 + 18im, 25 + 18im, 0 + 13im, 0 + 73im, 25 - 18im, -25 - 18im, 0 - 13im, 0 - 73im, -18 - 25im, -18 + 25im, -13 + 0im, -73 + 0im]","(16,)"
950,false,,"[2, 5, 5, 19]","Complex[1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 2 + 1im, 2 - 1im, 19 + 0im]",Complex[],Any[],"(0,)"
951,false,3,"[3, 317]","Complex[3 + 0im, 14 + 11im, 14 - 11im]",Complex[],Any[],"(0,)"
952,false,,"[2, 2, 2, 7, 17]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 7 + 0im, 1 + 4im, 1 - 4im]",Complex[],Any[],"(0,)"
953,true,1,[953],"Complex[13 + 28im, 13 - 28im]","Complex[13 + 28im, 13 - 28im]","Complex[13 + 28im, 13 - 28im, -28 + 13im, 28 + 13im, 28 - 13im, -28 - 13im, -13 - 28im, -13 + 28im]","(8,)"
954,false,,"[2, 3, 3, 53]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im, 7 + 2im, 7 - 2im]","Complex[15 + 27im, 15 - 27im, 6 + 0im, 159 + 0im]","Complex[15 + 27im, 15 - 27im, 6 + 0im, 159 + 0im, -27 + 15im, 27 + 15im, 0 + 6im, 0 + 159im, 27 - 15im, -27 - 15im, 0 - 6im, 0 - 159im, -15 - 27im, -15 + 27im, -6 + 0im, -159 + 0im]","(16,)"
955,false,3,"[5, 191]","Complex[2 + 1im, 2 - 1im, 191 + 0im]",Complex[],Any[],"(0,)"
956,false,,"[2, 2, 239]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 239 + 0im]",Complex[],Any[],"(0,)"
957,false,1,"[3, 11, 29]","Complex[3 + 0im, 11 + 0im, 2 + 5im, 2 - 5im]","Complex[6 + 15im, 22 - 55im, 33 + 0im, 29 + 0im]","Complex[6 + 15im, 22 - 55im, 33 + 0im, 29 + 0im, -15 + 6im, 55 + 22im, 0 + 33im, 0 + 29im, 15 - 6im, -55 - 22im, 0 - 33im, 0 - 29im, -6 - 15im, -22 + 55im, -33 + 0im, -29 + 0im]","(16,)"
958,false,,"[2, 479]","Complex[1 + 1im, 1 - 1im, 479 + 0im]",Complex[],Any[],"(0,)"
959,false,3,"[7, 137]","Complex[7 + 0im, 4 + 11im, 4 - 11im]",Complex[],Any[],"(0,)"
960,false,,"[2, 2, 2, 2, 2, 2, 3, 5]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 2 + 1im, 2 - 1im]",Complex[],Any[],"(0,)"
961,false,1,"[31, 31]","Complex[31 + 0im, 31 + 0im]",Complex[31 + 0im],"Complex[31 + 0im, 0 + 31im, 0 - 31im, -31 + 0im]","(4,)"
962,false,,"[2, 13, 37]","Complex[1 + 1im, 1 - 1im, 3 + 2im, 3 - 2im, 1 + 6im, 1 - 6im]","Complex[-29 + 11im, -29 - 11im, 6 + 4im, 111 - 74im]","Complex[-29 + 11im, -29 - 11im, 6 + 4im, 111 - 74im, -11 - 29im, 11 - 29im, -4 + 6im, 74 + 111im, 11 + 29im, -11 + 29im, 4 - 6im, -74 - 111im, 29 - 11im, 29 + 11im, -6 - 4im, -111 + 74im]","(16,)"
963,false,3,"[3, 3, 107]","Complex[3 + 0im, 3 + 0im, 107 + 0im]",Complex[],Any[],"(0,)"
964,false,,"[2, 2, 241]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 4 + 15im, 4 - 15im]","Complex[-30 + 8im, -30 - 8im, 2 + 2im, 241 - 241im]","Complex[-30 + 8im, -30 - 8im, 2 + 2im, 241 - 241im, -8 - 30im, 8 - 30im, -2 + 2im, 241 + 241im, 8 + 30im, -8 + 30im, 2 - 2im, -241 - 241im, 30 - 8im, 30 + 8im, -2 - 2im, -241 + 241im]","(16,)"
965,false,1,"[5, 193]","Complex[2 + 1im, 2 - 1im, 12 + 7im, 12 - 7im]","Complex[17 + 26im, 17 - 26im, 5 + 0im, 193 + 0im]","Complex[17 + 26im, 17 - 26im, 5 + 0im, 193 + 0im, -26 + 17im, 26 + 17im, 0 + 5im, 0 + 193im, 26 - 17im, -26 - 17im, 0 - 5im, 0 - 193im, -17 - 26im, -17 + 26im, -5 + 0im, -193 + 0im]","(16,)"
966,false,,"[2, 3, 7, 23]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 7 + 0im, 23 + 0im]",Complex[],Any[],"(0,)"
967,true,3,[967],Complex[967 + 0im],Complex[967 + 0im],"Complex[967 + 0im, 0 + 967im, 0 - 967im, -967 + 0im]","(4,)"
